citymuni,province,shortregion,longregion,citymuni.class,citymuni.code,citymuni.capital,citymuni.incomeclass,land.area,map.lat,map.lon,registered.voters.2010,population.2010,poverty.2003,poverty.2012,banks.total,banks.headoffice,banks.regbranch,banks.microbranch,banks.totalbranches,banks.extensionoffice,banks.regularobo,banks.microobo,banks.obosubbranch,banks.oboagency,banks.representativeoffice,banks.remittancedeskoffice,banks.limitedpurposebranch,banks.marketingoffice
Dumingag,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97308000,0,2nd,29775,8.166667,123.35,24890,46500,0.6366,0.486,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Dupax Del Norte,Nueva Viscaya,II,Region II (Cagayan Valley),municipality,25007000,0,3rd,34730,16.3058213,121.1220703,14154,25697,0.1904,0.1455,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dupax Del Sur,Nueva Viscaya,II,Region II (Cagayan Valley),municipality,25008000,0,2nd,37470,16.291992,121.0967899,10448,18146,0.1833,0.1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echague,Isabela,II,Region II (Cagayan Valley),municipality,23112000,0,1st,68080,16.6701364,121.7171058,42090,74680,0.2266,0.1748,4,0,4,0,4,0,0,0,0,0,0,0,0,0
El Nido (Bacuit),Palawan,IV - B,Region IV-B (MIMAROPA),municipality,175312000,0,1st,92326,11.202154,119.416457,17910,36191,0.6219,0.2708,2,0,1,0,1,0,1,0,0,0,0,0,0,0
Enrile,Cagayan,II,Region II (Cagayan Valley),municipality,21512000,0,3rd,18450,17.55,121.7,18945,32553,0.2959,0.1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enrique B. Magalona (Saravia),Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64508000,0,2nd,11325,10.8790016,122.9782647,32216,59434,0.291,0.2032,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Enrique Villanueva,Siquijor,VII,Region VII (Central Visayas),municipality,76101000,0,5th,2860,9.2721592,123.6373254,4152,5972,0.4316,0.1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esperanza,Agusan Del Sur,CARAGA,Region XIII (Caraga),municipality,160303000,0,1st,135548,8.5655111,125.5220012,25430,51897,0.784,0.5285,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Esperanza,Masbate,V,Region V (Bicol Region),municipality,54109000,0,5th,6749,11.733333,124.05,10435,17357,0.6366,0.4424,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Esperanza,Sultan Kudarat,XII,Region XII (SOCCSKSARGEN),municipality,126503000,0,1st,32429,6.6988987,124.5448753,28848,63207,0.5378,0.3857,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Estancia,Iloilo,VI,Region VI (Western Visayas) ,municipality,63019000,0,2nd,2938,11.45,123.15,23780,42666,0.3479,0.2608,8,0,7,1,8,0,0,0,0,0,0,0,0,0
Famy,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43408000,0,5th,5306,14.4730084,121.4842448,10302,15021,0.271,0.1566,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Ferrol,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175916000,0,6th,2672,12.333333,121.95,5101,6802,0.4811,0.3067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flora,Apayao,CAR,Cordillera Administrative Region (CAR) ,municipality,148103000,0,3rd,32440,18.116667,121.4,7727,16743,0.239,0.3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floridablanca,Pampanga,III,Region III (Central Luzon),municipality,35406000,0,1st,17548,14.933333,120.5,52781,110846,0.183,0.0678,5,0,5,0,5,0,0,0,0,0,0,0,0,0
Gabaldon (Bitulok & Sabani),Nueva Ecija,III,Region III (Central Luzon),municipality,34907000,0,3rd,24288,15.47908,121.311699,18497,32246,0.3405,0.2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gainza,Camarines Sur,V,Region V (Bicol Region),municipality,51713000,0,5th,1475,13.616667,123.15,6334,10345,0.3859,0.3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galimuyod,Ilocos Sur,I,Region I (Ilocos Region),municipality,12909000,0,4th,3440,17.183333,120.466667,3086,10011,0.2676,0.2343,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gamay,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84807000,0,4th,11510,12.383333,125.3,16360,22425,0.4314,0.5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gamu,Isabela,II,Region II (Cagayan Valley),municipality,23113000,0,4th,12940,17.05,121.833333,17012,28657,0.2517,0.1619,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Ganassi,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153609000,0,4th,25600,7.8064472,124.097547,10077,20205,0.5132,0.6884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gandara,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86007000,0,2nd,57349,12.016667,124.816667,19026,31943,0.7291,0.4644,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Garchitorena,Camarines Sur,V,Region V (Bicol Region),municipality,51714000,0,4th,24380,13.883333,123.7,12331,25204,0.5929,0.5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garcia Hernandez,Bohol,VII,Region VII (Central Visayas),municipality,71222000,0,4th,12750,9.616667,124.3,13247,23038,0.2427,0.2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasan,Marinduque,IV - B,Region IV-B (MIMAROPA),municipality,174003000,0,3rd,10088,13.316667,121.85,19282,33402,0.2823,0.1618,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Gattaran,Cagayan,II,Region II (Cagayan Valley),municipality,21513000,0,1st,70750,18.066667,121.65,26600,54848,0.2709,0.1671,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Gen. Mariano Alvarez,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42123000,0,1st,4213,14.3066935,121.01373,77437,138540,0.1498,0.0604,11,0,9,0,9,0,0,2,0,0,0,0,0,0
Gen. S. K. Pendatun,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153819000,0,4th,18937,6.796944,124.7025,13678,24004,0.5455,0.5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General Emilio Aguinaldo,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42107000,0,5th,940,14.183333,120.8,11767,17507,0.2187,0.0733,2,1,1,0,1,0,0,0,0,0,0,0,0,0
General Luna,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45616000,0,4th,10102,13.688056,122.170833,13181,25373,0.5187,0.3247,4,1,0,0,0,0,1,2,0,0,0,0,0,0
General Luna,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166710000,0,5th,4130,9.8,126.133333,11886,15014,0.6819,0.4449,4,1,0,0,0,0,1,2,0,0,0,0,0,0
General Macarthur,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82607000,0,5th,11729,11.251902,125.5392241,8222,12214,0.3778,0.5386,1,0,1,0,1,0,0,0,0,0,0,0,0,0
General Mamerto Natividad,Nueva Ecija,III,Region III (Central Luzon),municipality,34909000,0,4th,11800,15.6,121.05,23530,36720,0.2411,0.1808,1,1,0,0,0,0,0,0,0,0,0,0,0,0
General Nakar,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45617000,0,1st,134375,14.766667,121.616667,15604,25973,0.5077,0.4329,1,0,0,0,0,0,0,1,0,0,0,0,0,0
General Santos City (Dadiangas),South Cotabato,XII,Region XII (SOCCSKSARGEN),city,126303000,0,1st,49286,6.1101365,125.1749975,263082,538086,0.1398,0.193,65,2,57,0,57,1,5,0,0,0,0,0,0,0
General Tinio (Papaya),Nueva Ecija,III,Region III (Central Luzon),municipality,34910000,0,1st,53308,15.349459,121.042128,30376,42634,0.1248,0.1538,5,1,3,0,3,0,1,0,0,0,0,0,0,0
General Trias,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42108000,0,1st,8146,14.383333,120.883333,109951,243322,0.0843,0.0321,21,1,15,0,15,4,0,1,0,0,0,0,0,0
Gerona,Tarlac,III,Region III (Central Luzon),municipality,36906000,0,1st,12889,15.6,120.6,46764,83084,0.1947,0.1094,3,1,2,0,2,0,0,0,0,0,0,0,0,0
Getafe,Bohol,VII,Region VII (Central Visayas),municipality,71226000,0,3rd,12050,10.1298013,124.1754442,17946,27788,0.4572,0.435,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Gigaquit,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166711000,0,4th,13811,9.583333,125.7,10978,18784,0.7021,0.4153,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gigmoto,Catanduanes,V,Region V (Bicol Region),municipality,52005000,0,5th,18182,13.783333,124.383333,5642,8003,0.358,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginatilan,Cebu,VII,Region VII (Central Visayas),municipality,72225000,0,5th,7010,9.6,123.35,9604,15327,0.4946,0.4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gingoog City,Misamis Oriental,X,Region X (Northern Mindanao),city,104308000,0,2nd,56844,8.8229902,125.0976355,67562,117908,0.4726,0.2774,15,1,9,0,9,0,3,2,0,0,0,0,0,0
Giporlos,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82608000,0,5th,9751,11.116667,125.45,7740,12040,0.2967,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gitagum,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104309000,0,5th,4340,8.55238,124.3926599,11657,16098,0.4468,0.3503,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Glan,Sarangani,XII,Region XII (SOCCSKSARGEN),municipality,128002000,0,1st,61030,5.816667,125.2,56881,106518,0.4581,0.4903,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Gloria,Oriental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175206000,0,3rd,24552,12.916667,121.466667,21771,42012,0.4718,0.1831,6,1,3,0,3,0,0,2,0,0,0,0,0,0
Goa,Camarines Sur,V,Region V (Bicol Region),municipality,51715000,0,2nd,20618,13.7,123.5,30031,58503,0.3808,0.2747,7,1,5,1,6,0,0,0,0,0,0,0,0,0
Godod,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97225000,0,4th,19000,8,122.816667,11647,17788,0.8458,0.6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonzaga,Cagayan,II,Region II (Cagayan Valley),municipality,21514000,0,1st,56743,18.266667,122,18531,36303,0.3423,0.1337,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Governor Generoso,Davao Oriental,XI,Region XI (Davao Region),municipality,112506000,0,2nd,36575,6.65,126.066667,26400,50372,0.4592,0.3869,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Gregorio Del Pilar (Concepcion),Ilocos Sur,I,Region I (Ilocos Region),municipality,12910000,0,5th,4166,17.1264583,120.604168,6194,4219,0.3421,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guagua,Pampanga,III,Region III (Central Luzon),municipality,35407000,0,1st,4867,14.9763617,120.612406,56313,111199,0.0848,0.0384,18,3,14,0,14,0,0,1,0,0,0,0,0,0
Gubat,Sorsogon,V,Region V (Bicol Region),municipality,56208000,0,2nd,13451,12.9201825,124.1227746,29816,57327,0.413,0.256,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Guiguinto,Bulacan,III,Region III (Central Luzon),municipality,31408000,0,1st,2750,14.8370235,120.8855897,47520,90507,0.069,0.0428,8,1,7,0,7,0,0,0,0,0,0,0,0,0
Guimba,Nueva Ecija,III,Region III (Central Luzon),municipality,34911000,0,1st,24529,15.658056,120.768889,68583,104894,0.2827,0.207,10,0,9,0,9,0,0,1,0,0,0,0,0,0
Guimbal,Iloilo,VI,Region VI (Western Visayas) ,municipality,63020000,0,4th,4461,10.666667,122.316667,19332,32325,0.2613,0.1142,3,1,1,0,1,0,0,1,0,0,0,0,0,0
Guinayangan,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45618000,0,3rd,21412,13.9,122.45,21049,41669,0.458,0.2905,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Guindulman,Bohol,VII,Region VII (Central Visayas),municipality,71223000,0,4th,17917,9.766667,124.483333,19102,31789,0.2731,0.3026,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Guindulungan,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153825000,0,-,13068,6.965833,124.348056,6887,16071,0.586,0.7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinobatan,Albay,V,Region V (Bicol Region),municipality,50504000,0,1st,24443,13.183333,123.6,40536,75967,0.0575,0.2685,6,1,2,0,2,0,0,3,0,0,0,0,0,0
Guinsiliban,Camiguin,X,Region X (Northern Mindanao),municipality,101802000,0,6th,1852,9.1,124.783333,5577,5580,0.3496,0.6882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guipos,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97343000,0,4th,9053,7.733333,123.316667,13476,19771,0.3728,0.3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guiuan,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82609000,0,2nd,17549,11.035248,125.7245023,30997,47037,0.2587,0.3651,3,1,2,0,2,0,0,0,0,0,0,0,0,0
Gumaca,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45619000,0,1st,18965,13.916667,122.1,31836,69618,0.3546,0.131,9,0,7,1,8,1,0,0,0,0,0,0,0,0
Gutalac,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97223000,0,2nd,49286,7.983333,122.4,20455,32153,0.7347,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hadji Mohammad Ajul,Basilan,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,150710000,0,-,20250,6.616667,122.3,11160,15962,0,0.4553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hadji Muhtamad,Basilan,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,150712000,0,-,12249,6.633333,121.616667,8131,12249,0,0.4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hadji Panglima Tahil (Marunggas),Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156606000,0,6th,6790,6.1057654,120.9575153,3983,5850,0.6283,0.4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagonoy,Bulacan,III,Region III (Central Luzon),municipality,31409000,0,1st,10310,14.833333,120.733333,68473,125689,0.096,0.0858,6,1,5,0,5,0,0,0,0,0,0,0,0,0
Hagonoy,Davao Del Sur,XI,Region XI (Davao Region),municipality,112404000,0,3rd,11428,6.683,125.326,28639,49107,0.226,0.2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamtic,Antique,VI,Region VI (Western Visayas) ,municipality,60608000,0,3rd,11303,10.7,121.983333,21944,45983,0.3406,0.1552,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Hermosa,Bataan,III,Region III (Central Luzon),municipality,30805000,0,1st,15700,14.833333,120.5,38709,56997,0.1536,0.107,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Hernani,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82610000,0,5th,4942,11.333333,125.583333,4982,8070,0.4235,0.5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilongos,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83719000,0,2nd,19292,10.3708121,124.7533672,36725,56803,0.4081,0.3743,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Hinabangan,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86008000,0,4th,46008,11.7,125.066667,8368,12651,0.6289,0.3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinatuan,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166809000,0,2nd,29910,8.366667,126.333333,22536,38731,0.6327,0.2935,5,0,1,0,1,0,2,2,0,0,0,0,0,0
Hindang,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83720000,0,5th,5004,10.4305009,124.7441712,13739,20179,0.3383,0.325,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hingyon,Ifugao,CAR,Cordillera Administrative Region (CAR) ,municipality,142709000,0,5th,6202,16.8655953,121.1022942,7376,9795,0.2955,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinigaran,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64511000,0,1st,15492,10.2713554,122.8549853,47416,81925,0.2885,0.1657,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Hinoba-An (Asia),Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64512000,0,1st,41450,9.5463157,122.5194418,25404,54624,0.3364,0.3036,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Hinunangan,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86403000,0,3rd,17058,10.4,125.2,17794,28415,0.2889,0.3381,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hinundayan,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86404000,0,5th,5990,10.35,125.25,8454,11890,0.2914,0.3626,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hungduan,Ifugao,CAR,Cordillera Administrative Region (CAR) ,municipality,142702000,0,4th,26030,16.833333,121,5705,9933,0.4092,0.4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iba ,Zambales,III,Region III (Central Luzon),municipality,37105000,1,2nd,15338,15.3329773,119.975756,28384,46761,0.1394,0.1333,12,1,11,0,11,0,0,0,0,0,0,0,0,0
Ibaan,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41010000,0,2nd,6899,13.822048,121.1340569,30364,48482,0.2339,0.0858,5,1,3,0,3,0,0,1,0,0,0,0,0,0
Ibajay,Aklan,VI,Region VI (Western Visayas) ,municipality,60406000,0,3rd,15890,11.816667,122.166667,25390,45279,0.43,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Igbaras,Iloilo,VI,Region VI (Western Visayas) ,municipality,63021000,0,3rd,14872,10.716667,122.266667,17870,31347,0.4441,0.2252,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Iguig,Cagayan,II,Region II (Cagayan Valley),municipality,21515000,0,4th,10810,17.75,121.733333,12535,25559,0.2945,0.1428,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Ilagan City,Isabela,II,Region II (Cagayan Valley),city,23114000,1,-,116626,17.1263233,122.0101024,78107,135174,0.2644,0.1786,17,0,15,0,15,0,2,0,0,0,0,0,0,0
Iligan City,Lanao Del Norte,X,Region X (Northern Mindanao),city,103504000,0,1st,81337,8.2280209,124.2452422,152523,322821,0.2878,0.1748,29,1,26,0,26,0,1,1,0,0,0,0,0,0
Ilog,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64513000,0,2nd,28170,10.033333,122.766667,27459,54423,0.3611,0.242,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Iloilo City ,Iloilo,VI,Region VI (Western Visayas) ,city,63022000,1,1st,7834,10.7201501,122.5621063,247018,424619,0.097,0.0598,143,7,121,3,124,2,6,4,0,0,0,0,0,0
Imelda,Zamboanga Sibugay,IX,Region IX (Zamboanga Peninsula),municipality,98304000,0,4th,8512,7.6525261,122.9478926,11948,27903,0.3219,0.289,4,0,2,0,2,0,1,1,0,0,0,0,0,0
Impasug-Ong,Bukidnon,X,Region X (Northern Mindanao),municipality,101305000,0,1st,105117,8.3,125,19699,43587,0.5458,0.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imus City,Cavite,IV - A,Region IV-A (CALABARZON),city,42109000,0,-,17166,14.4064221,120.9405057,142651,301624,0.0189,0.011,46,1,38,1,39,0,2,4,0,0,0,0,0,0
Inabanga,Bohol,VII,Region VII (Central Visayas),municipality,71224000,0,3rd,12563,10.0314085,124.0674291,26139,43291,0.3992,0.3474,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Indanan,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156601000,0,3rd,17072,5.9891447,120.9532123,31669,65858,0.5013,0.6471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indang,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42110000,0,1st,7490,14.195278,120.876944,38675,62030,0.1066,0.0305,3,0,1,0,1,0,0,2,0,0,0,0,0,0
Infanta,Pangasinan,I,Region I (Ilocos Region),municipality,15520000,0,3rd,25429,15.816667,119.9,14046,23455,0.3011,0.1574,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Infanta,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45620000,0,1st,34276,14.7425,121.649444,33090,64818,0.2908,0.1368,8,1,6,1,7,0,0,0,0,0,0,0,0,0
Initao,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104310000,0,3rd,11127,8.5,124.316667,18855,29331,0.4544,0.3046,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Inopacan,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83721000,0,4th,9462,10.5,124.75,13144,19904,0.3605,0.3277,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Ipil ,Zamboanga Sibugay,IX,Region IX (Zamboanga Peninsula),municipality,98305000,1,1st,24160,7.7900534,122.593828,46913,64939,0.3639,0.1967,15,0,11,0,11,0,4,0,0,0,0,0,0,0
Iriga City,Camarines Sur,V,Region V (Bicol Region),city,51716000,0,4th,13735,13.4205369,123.4180473,51344,105919,0.3001,0.2301,8,0,6,0,6,0,1,1,0,0,0,0,0,0
Irosin,Sorsogon,V,Region V (Bicol Region),municipality,56209000,0,2nd,14987,12.7,124.033333,27949,51777,0.4469,0.2845,6,1,2,0,2,0,1,2,0,0,0,0,0,0
Isabel,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83722000,0,1st,6401,10.9179536,124.4473541,31163,43593,0.2628,0.2387,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Isabela,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64514000,0,2nd,17876,10.2,122.983333,31511,59523,0.4356,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Island Garden City Of Samal,Davao Del Norte,XI,Region XI (Davao Region),city,112317000,0,4th,30130,7.05,125.733333,50809,95874,0.4448,0.2854,6,1,3,0,3,0,0,2,0,0,0,0,0,0
Isulan ,Sultan Kudarat,XII,Region XII (SOCCSKSARGEN),municipality,126504000,1,1st,54125,6.6322636,124.5978144,47068,86602,0.3345,0.2994,9,0,8,0,8,0,1,0,0,0,0,0,0,0
Itbayat,Batanes,II,Region II (Cagayan Valley),municipality,20902000,0,5th,8313,20.7838749,121.8383269,1764,2988,0.2066,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itogon,Benguet,CAR,Cordillera Administrative Region (CAR) ,municipality,141106000,0,1st,44973,16.366667,120.683333,28312,55960,0.1974,0.0476,3,1,0,0,0,1,0,1,0,0,0,0,0,0
Ivana,Batanes,II,Region II (Cagayan Valley),municipality,20903000,0,6th,1654,20.3780589,121.9302449,865,1249,0.1193,0.1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivisan,Capiz,VI,Region VI (Western Visayas) ,municipality,61905000,0,4th,5420,11.516667,122.683333,15873,26763,0.3409,0.3165,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jabonga,Agusan Del Norte,CARAGA,Region XIII (Caraga),municipality,160205000,0,3rd,29300,9.3293601,125.5529398,14282,23833,0.6319,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaen,Nueva Ecija,III,Region III (Central Luzon),municipality,34912000,0,2nd,8546,15.3627393,120.8838016,41821,67057,0.2036,0.177,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Jagna,Bohol,VII,Region VII (Central Visayas),municipality,71225000,0,3rd,16849,9.6504905,124.3653473,19500,32566,0.1981,0.1963,4,0,2,0,2,0,1,1,0,0,0,0,0,0
Jala-Jala,Rizal,IV - A,Region IV-A (CALABARZON),municipality,45807000,0,4th,4412,14.353056,121.322222,18296,30074,0.2554,0.1973,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Jamindan,Capiz,VI,Region VI (Western Visayas) ,municipality,61906000,0,2nd,41203,11.4,122.5,20111,35002,0.4438,0.3546,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Janiuay,Iloilo,VI,Region VI (Western Visayas) ,municipality,63023000,0,1st,17910,10.95,122.5,32694,63031,0.4266,0.2526,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Jaro,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83723000,0,3rd,20719,11.183333,124.783333,21284,39577,0.4106,0.4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasaan,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104311000,0,2nd,7702,8.6498173,124.7548322,26700,50121,0.356,0.2611,2,0,1,0,1,1,0,0,0,0,0,0,0,0
Javier (Bugho),Leyte,VIII,Region VIII (Eastern Visayas),municipality,83724000,0,4th,15270,10.790054,124.937266,15581,23878,0.455,0.4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jiabong,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86009000,0,5th,6770,11.766667,124.95,12423,17075,0.691,0.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimalalud,Negros Oriental,VII,Region VII (Central Visayas),municipality,74612000,0,4th,13950,9.983333,123.2,16913,29044,0.6567,0.4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimenez,Misamis Occidental,X,Region X (Northern Mindanao),municipality,104207000,0,3rd,8143,8.335,123.841,16954,25234,0.3805,0.2795,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jipapad,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82611000,0,5th,23480,12.283333,125.233333,4595,7397,0.4581,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jolo ,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156602000,1,1st,12640,6.0473648,121.0089611,40665,118307,0.3914,0.4837,6,0,6,0,6,0,0,0,0,0,0,0,0,0
Jomalig,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45621000,0,5th,5665,14.7125,122.369722,3633,6884,0.55,0.5762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones,Isabela,II,Region II (Cagayan Valley),municipality,23115000,0,1st,67014,16.558056,121.706944,23820,44218,0.1479,0.1257,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Jordan ,Guimaras,VI,Region VI (Western Visayas) ,municipality,67902000,1,3rd,12611,10.6152928,122.5792316,18569,34791,0.315,0.175,4,0,2,0,2,0,0,2,0,0,0,0,0,0
Jose Abad Santos (Trinidad),Davao Occidental,XI,Region XI (Davao Region),municipality,118602000,0,1st,60006,5.916667,125.65,33977,69631,0.8463,0.7553,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Jose Dalman (Ponot),Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97222000,0,5th,13500,8.4413317,123.0236256,15728,27033,0.7016,0.6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Panganiban,Camarines Norte,V,Region V (Bicol Region),municipality,51605000,0,2nd,21444,14.3,122.7,24551,55557,0.4344,0.2348,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Josefina,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97337000,0,5th,5635,8.2071152,123.5218729,6193,10826,0.4735,0.4949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
